workerId,task,index,rt,v,u,type,ramp,size,qShort,vError,uError,error
0,One,1,2907,0,1,vsup,Lightness,4,1uav,0,0,0
0,One,2,4546,1,1,2D,Lightness,8,1uav,0,0,0
0,One,3,2095,0,1,vsup,Lightness,4,0u0v,0,1,1
0,One,4,2776,0.5159096015606,1,2D,Lightness,8,0u0v,0.5159096015606,1,1.5159096015606
0,One,5,7941,0.70342552056381,0.60449360017626,juxta,Lightness,4,1uav,0,0.39550639982374,0.39550639982374
0,One,6,2261,0,1,vsup,Lightness,8,1uav,0,0,0
0,One,7,5631,0.74324454365847,0.56986441666011,juxta,Lightness,8,0u1v,0.25675545634153,0.56986441666011,0.82661987300163
0,One,8,3962,0.65878415249948,0.50097053346275,juxta,Lightness,4,0u0v,0.65878415249948,0.50097053346275,1.1597546859622
0,One,9,1164,0.59854148577257,1,vsup,Lightness,4,0u1v,0.40145851422743,1,1.4014585142274
0,One,10,1417,0,1,vsup,Lightness,8,0u0v,0,1,1
0,One,11,1921,0.80339893815049,0.44868210609128,juxta,Lightness,8,0u0v,0.80339893815049,0.44868210609128,1.2520810442418
0,One,12,2027,0.6782924712511,0.60308019140279,juxta,Lightness,8,1uav,0,0.39691980859721,0.39691980859721
0,One,13,1750,1,1,vsup,Lightness,8,0u1v,0,1,1
0,One,14,2557,1,1,2D,Lightness,4,0u0v,1,1,2
0,One,17,1471,0.44301648334581,1,2D,Lightness,4,0u1v,0.55698351665419,1,1.5569835166542
0,One,15,1717,0.5429053395759,1,2D,Lightness,4,1uav,0,0,0
0,One,16,2944,0.61271356704144,1,2D,Lightness,8,0u1v,0.38728643295856,1,1.3872864329586
1,One,2,6711,0,0,2D,Lightness,8,0u0v,0,0,0
1,One,3,6314,1,1,2D,Lightness,8,1uav,0,0,0
0,One,18,9843,0.78211057864623,0.62446906984621,juxta,Lightness,4,0u1v,0.21788942135377,0.62446906984621,0.84235849119999
1,One,1,25472,0,0,vsup,Lightness,4,0u0v,0,0,0
1,One,5,6137,1,1,2D,Lightness,4,1uav,0,0,0
1,One,6,16838,0,0.46197100824724,vsup,Lightness,8,0u0v,0,0.46197100824724,0.46197100824724
1,One,4,5281,1,0,vsup,Lightness,4,0u1v,0,0,0
1,One,7,12981,0,0,2D,Lightness,8,0u1v,1,0,1
1,One,8,20844,1,0,juxta,Lightness,8,0u1v,0,0,0
1,One,9,7842,0,1,vsup,Lightness,8,1uav,0,0,0
1,One,11,23415,0.91250842686879,0.37791663732653,vsup,Lightness,8,0u1v,0.087491573131214,0.37791663732653,0.46540821045775
1,One,13,8109,1,1,2D,Lightness,4,0u1v,0,1,1
1,One,10,11971,0,0,juxta,Lightness,8,0u0v,0,0,0
1,One,15,6414,0,1,juxta,Lightness,4,0u0v,0,1,1
1,One,14,8678,0.85650545685561,0.50957329461445,2D,Lightness,4,0u0v,0.85650545685561,0.50957329461445,1.3660787514701
1,One,16,4483,1,1,vsup,Lightness,4,1uav,0,0,0
1,One,17,5557,1,0,juxta,Lightness,4,0u1v,0,0,0
1,One,18,9869,0.36431250168768,1,juxta,Lightness,8,1uav,0,0,0
2,One,1,22564,1,1,2D,Lightness,8,1uav,0,0,0
2,One,2,11549,1,0,2D,Lightness,8,0u0v,1,0,1
2,One,3,8446,1,0,2D,Lightness,8,0u1v,0,0,0
2,One,4,7283,1,1,2D,Lightness,4,1uav,0,0,0
2,One,5,7863,0.34007024039189,1,vsup,Lightness,8,1uav,0,0,0
2,One,6,7814,0.57357232623469,1,juxta,Lightness,4,1uav,0,0,0
2,One,7,14261,0,0,juxta,Lightness,4,0u0v,0,0,0
2,One,11,15841,0,1,vsup,Lightness,4,0u1v,1,1,2
2,One,12,22173,1,0,juxta,Lightness,8,0u1v,0,0,0
2,One,9,15728,0.52551375951111,1,vsup,Lightness,4,1uav,0,0,0
2,One,10,19880,0.59994469536794,0.11709328273122,juxta,Lightness,8,0u0v,0.59994469536794,0.11709328273122,0.71703797809916
2,One,13,9451,0,1,juxta,Lightness,8,1uav,0,0,0
2,One,8,8333,1,0,juxta,Lightness,4,0u1v,0,0,0
2,One,14,12938,0.86034472929275,0.46755826033165,vsup,Lightness,8,0u1v,0.13965527070725,0.46755826033165,0.6072135310389
2,One,15,21694,1,1,2D,Lightness,4,0u1v,0,1,1
2,One,17,7360,0,0,vsup,Lightness,4,0u0v,0,0,0
3,One,1,82348,0.53242480713569,1,vsup,Lightness,8,0u0v,0.53242480713569,1,1.5324248071357
2,One,18,5619,0,0,2D,Lightness,4,0u0v,0,0,0
2,One,16,6060,0,0,vsup,Lightness,8,0u0v,0,0,0
3,One,3,13640,1,1,juxta,Lightness,4,0u1v,0,1,1
3,One,4,13497,0,0,2D,Lightness,8,0u0v,0,0,0
3,One,5,5371,1,1,2D,Lightness,4,1uav,0,0,0
3,One,2,10755,1,1,2D,Lightness,4,0u0v,1,1,2
3,One,6,3719,0.64592458991307,1,vsup,Lightness,8,1uav,0,0,0
3,One,7,7213,0,0,vsup,Lightness,4,0u0v,0,0,0
3,One,8,5652,1,0,2D,Lightness,4,0u1v,0,0,0
3,One,10,11094,0,0,vsup,Lightness,8,0u0v,0,0,0
3,One,9,18709,0.44326629402532,0.21278346545536,juxta,Lightness,4,0u1v,0.55673370597468,0.21278346545536,0.76951717143005
3,One,11,7447,0,0,vsup,Lightness,4,0u0v,0,0,0
3,One,12,3642,0,0,2D,Lightness,8,0u0v,0,0,0
3,One,14,3961,1,1,2D,Lightness,8,1uav,0,0,0
3,One,15,6729,1,1,vsup,Lightness,8,1uav,0,0,0
3,One,13,5017,0,1,juxta,Lightness,4,1uav,0,0,0
3,One,16,4871,1,0,vsup,Lightness,4,0u1v,0,0,0
3,One,17,13455,0,0,juxta,Lightness,8,0u0v,0,0,0
3,One,18,15690,1,0,juxta,Lightness,8,0u1v,0,0,0
4,One,2,24769,0,0,vsup,Lightness,4,0u0v,0,0,0
4,One,1,22930,0.98237901805276,0.37950618863152,juxta,Lightness,4,0u1v,0.017620981947245,0.37950618863152,0.39712717057877
4,One,4,8035,1,0,2D,Lightness,8,0u1v,0,0,0
4,One,3,16516,0,0,2D,Lightness,8,0u0v,0,0,0
4,One,5,16889,0,0,vsup,Lightness,8,0u0v,0,0,0
4,One,6,6701,0.36579169043022,1,vsup,Lightness,4,1uav,0,0,0
4,One,7,45813,1,0,vsup,Lightness,8,0u1v,0,0,0
4,One,8,18010,0,0,2D,Lightness,4,0u0v,0,0,0
4,One,9,15171,0.63299193834679,0.10520852933536,juxta,Lightness,4,0u0v,0.63299193834679,0.10520852933536,0.73820046768216
1,One,12,12914,0,0,juxta,Lightness,4,1uav,0,1,1
4,One,10,9488,1,1,juxta,Lightness,8,0u1v,0,1,1
4,One,11,11062,1,1,juxta,Lightness,4,1uav,0,0,0
4,One,12,5919,0.43604188870996,1,vsup,Lightness,8,1uav,0,0,0
4,One,13,6306,1,0,2D,Lightness,4,0u1v,0,0,0
4,One,17,5724,0.93298589749565,0.52272103111538,2D,Lightness,8,1uav,0,0.47727896888462,0.47727896888462
4,One,14,3826,0.53608237024804,1,juxta,Lightness,8,1uav,0,0,0
4,One,18,7147,1,0,vsup,Lightness,4,0u1v,0,0,0
5,One,1,8603,0,0,vsup,Lightness,4,0u0v,0,0,0
4,One,16,10008,0,0,juxta,Lightness,8,0u0v,0,0,0
5,One,2,8245,1,1,2D,Lightness,4,1uav,0,0,0
5,One,3,16084,1,0,2D,Lightness,8,0u1v,0,0,0
5,One,4,8953,0,1,vsup,Lightness,8,0u1v,1,1,2
5,One,5,5702,0,0,2D,Lightness,8,0u0v,0,0,0
5,One,6,4688,0,0,2D,Lightness,4,0u0v,0,0,0
5,One,7,13327,1,1,juxta,Lightness,4,1uav,0,0,0
5,One,8,8995,0.055787449281721,0.40976791981936,juxta,Lightness,8,0u0v,0.055787449281721,0.40976791981936,0.46555536910108
5,One,9,10442,1,1,vsup,Lightness,4,0u1v,0,1,1
5,One,11,6155,0,0,juxta,Lightness,4,0u0v,0,0,0
5,One,12,5122,0,0,vsup,Lightness,8,1uav,0,1,1
5,One,10,9958,1,0,juxta,Lightness,8,0u1v,0,0,0
5,One,13,6473,0.73819139241721,0.56932169968306,2D,Lightness,8,1uav,0,0.43067830031694,0.43067830031694
5,One,14,2872,0,0,vsup,Lightness,4,1uav,0,1,1
5,One,15,7200,0,1,vsup,Lightness,8,0u0v,0,1,1
5,One,16,9193,1,1,juxta,Lightness,8,1uav,0,0,0
5,One,17,5121,1,0,juxta,Lightness,4,0u1v,0,0,0
5,One,18,8807,1,0,2D,Lightness,4,0u1v,0,0,0
6,One,1,13975,1,0,vsup,Lightness,8,1uav,0,1,1
6,One,3,28999,0,0,vsup,Lightness,4,0u0v,0,0,0
6,One,2,10130,0,1,vsup,Lightness,8,0u1v,1,1,2
6,One,4,12707,1,1,2D,Lightness,8,1uav,0,0,0
6,One,5,44314,0,0,juxta,Lightness,8,0u0v,0,0,0
6,One,7,20742,0,0,2D,Lightness,4,0u0v,0,0,0
6,One,8,14016,0,1,juxta,Lightness,4,1uav,0,0,0
6,One,6,13463,1,0,2D,Lightness,4,0u1v,0,0,0
6,One,9,19023,1,0,juxta,Lightness,4,0u1v,0,0,0
6,One,10,12000,0,0,vsup,Lightness,8,0u0v,0,0,0
6,One,11,26234,1,1,2D,Lightness,4,1uav,0,0,0
6,One,13,7049,0.62421988975559,1,juxta,Lightness,8,1uav,0,0,0
6,One,12,7684,1,1,vsup,Lightness,4,1uav,0,0,0
6,One,14,8166,1,0,2D,Lightness,8,0u0v,1,0,1
6,One,15,9984,1,0,2D,Lightness,8,0u1v,0,0,0
6,One,16,9560,1,0,vsup,Lightness,4,0u1v,0,0,0
6,One,17,57844,0,0.45699737436181,juxta,Lightness,4,0u0v,0,0.45699737436181,0.45699737436181
6,One,18,16156,1,0,juxta,Lightness,8,0u1v,0,0,0
7,One,2,6993,0,1,vsup,Lightness,8,0u1v,1,1,2
7,One,3,5573,1,1,vsup,Lightness,4,0u0v,1,1,2
7,One,1,14041,1,0.66666666666667,2D,Lightness,8,1uav,0,0.33333333333333,0.33333333333333
7,One,4,7188,0,1,vsup,Lightness,4,0u1v,1,1,2
7,One,6,18701,1,0,juxta,Lightness,4,0u1v,0,0,0
7,One,5,2995,1,1,2D,Lightness,4,0u1v,0,1,1
7,One,7,7072,0.90588950465518,0.52175392623263,juxta,Lightness,8,0u0v,0.90588950465518,0.52175392623263,1.4276434308878
7,One,9,3051,0.70181197974871,0.54958663490303,2D,Lightness,8,0u1v,0.29818802025129,0.54958663490303,0.84777465515432
7,One,8,10441,0.90986224798644,0.57564503565856,juxta,Lightness,4,1uav,0,0.42435496434144,0.42435496434144
7,One,10,1717,1,1,vsup,Lightness,8,1uav,0,0,0
7,One,13,2561,1,1,2D,Lightness,4,0u0v,1,1,2
7,One,11,2567,1,1,2D,Lightness,4,1uav,0,0,0
7,One,12,1815,1,1,vsup,Lightness,4,1uav,0,0,0
7,One,14,3617,0.97175556161379,0.54562774210853,juxta,Lightness,4,0u0v,0.97175556161379,0.54562774210853,1.5173833037223
7,One,15,1877,0.93729874863003,0.48029010710256,juxta,Lightness,8,0u1v,0.062701251369973,0.48029010710256,0.54299135847253
7,One,16,3136,1,0,juxta,Lightness,8,1uav,0,1,1
7,One,17,1928,0,1,vsup,Lightness,8,0u0v,0,1,1
7,One,18,2348,1,1,2D,Lightness,8,0u0v,1,1,2
8,One,1,20410,0,0,juxta,Lightness,8,0u0v,0,0,0
8,One,3,21932,1,0,juxta,Lightness,8,0u1v,0,0,0
8,One,2,13404,0,1,juxta,Lightness,4,1uav,0,0,0
8,One,4,43361,0,0,vsup,Lightness,8,0u0v,0,0,0
8,One,5,14248,0,0,juxta,Lightness,4,0u0v,0,0,0
8,One,6,45898,0,0,vsup,Lightness,4,0u0v,0,0,0
8,One,8,18261,0.5528566028951,1,2D,Lightness,4,1uav,0,0,0
8,One,7,12730,1,1,2D,Lightness,8,1uav,0,0,0
8,One,9,8215,0.92874108775636,0.42501406291601,vsup,Lightness,8,0u1v,0.071258912243645,0.42501406291601,0.49627297515966
8,One,10,24939,0,0,2D,Lightness,4,0u0v,0,0,0
8,One,11,8417,0.5805834739859,1,vsup,Lightness,4,1uav,0,0,0
8,One,12,14131,1,0,juxta,Lightness,4,0u1v,0,0,0
8,One,13,4897,0,0,2D,Lightness,8,0u0v,0,0,0
8,One,14,8733,1,0,2D,Lightness,4,0u1v,0,0,0
8,One,15,6630,0.79432053271144,0.3867016323209,2D,Lightness,8,0u1v,0.20567946728856,0.3867016323209,0.59238109960946
8,One,16,14231,0.53829857607322,0.41926436487723,vsup,Lightness,4,0u1v,0.46170142392678,0.41926436487723,0.88096578880401
8,One,17,22218,0,1,juxta,Lightness,8,1uav,0,0,0
9,One,1,11918,0,1,juxta,Lightness,4,0u0v,0,1,1
8,One,18,9955,1,1,vsup,Lightness,8,1uav,0,0,0
9,One,2,13882,0,0,2D,Lightness,8,0u0v,0,0,0
9,One,3,12244,0.36582305738427,1,vsup,Lightness,4,0u1v,0.63417694261573,1,1.6341769426157
9,One,4,6003,0.38224599150799,0.24241562500473,juxta,Lightness,8,1uav,0,0.75758437499527,0.75758437499527
9,One,5,6221,0,1,juxta,Lightness,4,1uav,0,0,0
9,One,6,10591,0,0,juxta,Lightness,8,0u0v,0,0,0
9,One,7,9633,1,0,2D,Lightness,8,0u1v,0,0,0
9,One,10,4183,1,0,2D,Lightness,4,1uav,0,1,1
9,One,11,5771,0,1,vsup,Lightness,4,0u0v,0,1,1
9,One,8,8132,0.73268082862574,0.38389558967835,2D,Lightness,8,1uav,0,0.61610441032165,0.61610441032165
9,One,9,8881,1,0,juxta,Lightness,8,0u1v,0,0,0
9,One,13,6235,0.52487696616832,1,juxta,Lightness,4,0u1v,0.47512303383168,1,1.4751230338317
9,One,12,10218,0,0,2D,Lightness,4,0u0v,0,0,0
9,One,14,15671,1,0,vsup,Lightness,8,0u1v,0,0,0
9,One,15,5834,0,0,2D,Lightness,4,0u1v,1,0,1
9,One,17,3671,0.55668405883148,1,vsup,Lightness,8,0u0v,0.55668405883148,1,1.5566840588315
9,One,18,14750,1,0,vsup,Lightness,4,1uav,0,1,1
10,One,1,9684,0.49639199487094,1,vsup,Lightness,8,1uav,0,0,0
9,One,16,3593,1,0,vsup,Lightness,8,1uav,0,1,1
10,One,3,6928,1,1,2D,Lightness,8,1uav,0,0,0
10,One,4,12365,0.36952322451997,1,juxta,Lightness,4,1uav,0,0,0
10,One,2,7848,0.58697303454534,0.23734402867219,juxta,Lightness,8,0u0v,0.58697303454534,0.23734402867219,0.82431706321753
10,One,5,16344,0,0,2D,Lightness,8,0u0v,0,0,0
10,One,6,12082,1,0,vsup,Lightness,4,0u1v,0,0,0
10,One,8,5467,1,1,2D,Lightness,4,1uav,0,0,0
10,One,9,12949,1,0,juxta,Lightness,4,0u1v,0,0,0
10,One,7,21078,0,0,juxta,Lightness,4,0u0v,0,0,0
10,One,10,12747,1,0,2D,Lightness,8,0u1v,0,0,0
10,One,11,5890,0,0,2D,Lightness,4,0u0v,0,0,0
10,One,12,8016,0,0,vsup,Lightness,8,0u0v,0,0,0
10,One,13,9503,1,0,vsup,Lightness,8,0u1v,0,0,0
10,One,14,8990,1,1,vsup,Lightness,4,1uav,0,0,0
10,One,15,9353,0,0,vsup,Lightness,4,0u0v,0,0,0
10,One,16,42046,0.56539241051175,0.2040812083447,juxta,Lightness,8,0u1v,0.43460758948825,0.2040812083447,0.63868879783295
10,One,17,11851,1,1,juxta,Lightness,8,1uav,0,0,0
11,One,1,8552,0,0,2D,Lightness,4,0u0v,0,0,0
10,One,18,10606,0.13595830824281,0.38806381525302,2D,Lightness,4,0u1v,0.86404169175719,0.38806381525302,1.2521055070102
11,One,2,17495,0,0,vsup,Lightness,8,0u0v,0,0,0
11,One,3,19541,1,0,juxta,Lightness,8,0u1v,0,0,0
11,One,4,10997,0,0,juxta,Lightness,4,0u0v,0,0,0
11,One,5,6865,1,0,2D,Lightness,4,1uav,0,1,1
11,One,6,41515,0.45992664381111,1,vsup,Lightness,8,1uav,0,0,0
11,One,7,11117,1,1,2D,Lightness,8,0u1v,0,1,1
11,One,9,6885,1,1,juxta,Lightness,8,1uav,0,0,0
11,One,8,5727,1,0,vsup,Lightness,4,0u1v,0,0,0
11,One,10,5702,0,1,2D,Lightness,8,0u0v,0,1,1
11,One,11,11528,0,0,juxta,Lightness,8,0u0v,0,0,0
11,One,12,12407,1,0,2D,Lightness,4,0u1v,0,0,0
11,One,14,6549,0,1,juxta,Lightness,4,1uav,0,0,0
11,One,13,29638,0.56849660263278,0.20134587571895,juxta,Lightness,4,0u1v,0.43150339736722,0.20134587571895,0.63284927308618
11,One,15,10758,1,0,2D,Lightness,8,1uav,0,1,1
11,One,16,7531,0,0,vsup,Lightness,4,0u0v,0,0,0
11,One,17,3906,1,1,vsup,Lightness,4,1uav,0,0,0
11,One,18,19887,1,0,vsup,Lightness,8,0u1v,0,0,0
12,One,2,6282,0.73189760693652,0.57761042908272,2D,Lightness,8,1uav,0,0.42238957091728,0.42238957091728
12,One,1,12925,1,0,vsup,Lightness,4,1uav,0,1,1
12,One,4,8943,0,0,vsup,Lightness,4,0u0v,0,0,0
12,One,3,10789,0.56340984983082,1,juxta,Lightness,4,1uav,0,0,0
12,One,5,6557,1,0,vsup,Lightness,8,1uav,0,1,1
12,One,7,5992,0,1,vsup,Lightness,8,0u0v,0,1,1
12,One,6,9825,0.39943424586665,0.038814001640962,juxta,Lightness,8,0u1v,0.60056575413335,0.038814001640962,0.63937975577432
12,One,8,8586,0.6398930266867,0.24746205477518,juxta,Lightness,8,0u0v,0.6398930266867,0.24746205477518,0.88735508146188
12,One,9,8524,1,0,2D,Lightness,4,0u1v,0,0,0
12,One,11,11126,1,0,juxta,Lightness,4,0u1v,0,0,0
12,One,12,12739,0.87626675031843,0.60033079317043,2D,Lightness,4,0u0v,0.87626675031843,0.60033079317043,1.4765975434889
12,One,10,42331,1,0,2D,Lightness,4,1uav,0,1,1
12,One,13,15302,0,1,2D,Lightness,8,0u0v,0,1,1
12,One,15,4770,0.3704819550953,1,juxta,Lightness,8,1uav,0,0,0
12,One,14,10737,0,0,juxta,Lightness,4,0u0v,0,0,0
12,One,16,11593,0,1,vsup,Lightness,4,0u1v,1,1,2
12,One,17,7958,1,0,vsup,Lightness,8,0u1v,0,0,0
12,One,18,10601,1,0,2D,Lightness,8,0u1v,0,0,0
13,One,1,6099,1,1,2D,Lightness,4,0u0v,1,1,2
13,One,3,8149,0,1,juxta,Lightness,4,0u0v,0,1,1
13,One,2,16409,1,0.66666666666667,2D,Lightness,8,1uav,0,0.33333333333333,0.33333333333333
13,One,4,23601,0.52428057176485,0.59892464513203,vsup,Lightness,8,0u0v,0.52428057176485,0.59892464513203,1.1232052168969
13,One,7,8033,1,1,vsup,Lightness,4,1uav,0,0,0
13,One,8,19828,1,1,vsup,Lightness,8,1uav,0,0,0
13,One,6,13048,1,0,vsup,Lightness,4,0u1v,0,0,0
13,One,9,10056,1,1,juxta,Lightness,4,1uav,0,0,0
13,One,5,7933,1,0,vsup,Lightness,8,0u1v,0,0,0
13,One,10,14579,0.49815771460776,1,juxta,Lightness,8,0u1v,0.50184228539224,1,1.5018422853922
13,One,11,14366,1,1,juxta,Lightness,4,0u1v,0,1,1
13,One,12,8974,0,0,vsup,Lightness,4,0u0v,0,0,0
13,One,13,11591,0,0,2D,Lightness,8,0u0v,0,0,0
13,One,14,19250,0.1627113319342,0.4826293381762,juxta,Lightness,8,0u0v,0.1627113319342,0.4826293381762,0.6453406701104
13,One,15,5998,1,0,2D,Lightness,4,0u1v,0,0,0
13,One,16,5701,0,1,juxta,Lightness,8,1uav,0,0,0
13,One,17,6155,1,0,2D,Lightness,8,0u1v,0,0,0
14,One,1,11623,0,1,2D,Lightness,8,0u0v,0,1,1
13,One,18,6822,1,1,2D,Lightness,4,1uav,0,0,0
14,One,2,9067,0.03249086788186,0.64621692790323,juxta,Lightness,8,1uav,0,0.35378307209677,0.35378307209677
14,One,3,11720,0.54988979082905,1,vsup,Lightness,4,1uav,0,0,0
14,One,4,15956,1,1,vsup,Lightness,8,1uav,0,0,0
14,One,5,19832,0.37014459804332,1,vsup,Lightness,4,0u0v,0.37014459804332,1,1.3701445980433
14,One,6,35491,0.15840889906615,0.40390131368658,juxta,Lightness,4,0u0v,0.15840889906615,0.40390131368658,0.56231021275273
14,One,7,28650,1,1,juxta,Lightness,4,0u1v,0,1,1
14,One,8,5799,0.58639835714651,0.010608374835052,juxta,Lightness,4,1uav,0,0.98939162516495,0.98939162516495
14,One,9,9369,1,1,2D,Lightness,4,1uav,0,0,0
14,One,10,18417,0.34199308556687,0.57231422579691,vsup,Lightness,8,0u0v,0.34199308556687,0.57231422579691,0.91430731136378
14,One,11,6983,1,1,2D,Lightness,8,1uav,0,0,0
